rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
477,"Cute Y2K Millennial Cat Glasses, Retro Plain Frame Sunglasses, Perfect for Street Photography, Fashionable Accessory, Trendy Frames",4.92,2.0,9.84,2.0,9.84,,4,DC Goth Acc,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
478,"925 Sterling Silver, 2.5-3 Gram, Karma Circle Ring",4.0,2.0,8.0,2.0,8.0,,4,Shop Minddha,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
479,"Summer Ocean Style Dolphin 3-Piece Ring Set for Women, Blue Enamel Dolphin, Rhinestone Starfish & Wave Open Rings, Available in Gold & Silver, Fresh Stackable Rings, Dainty Stacking Rings for Beach Vacation, Small Gifts for Best Friends & Girls",4.2,2.0,8.4,2.0,8.4,,4,Chic Aura Glitters,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
483,"16pcs Women Personalized Water Drop Shaped Barrettes, Colorful Leopard & Zebra Pattern Hairpins, Cute Star Hair Clips Claw Clips, Clips For Hair, Hair Slide, Hair Claws",3.96,2.0,7.92,2.0,7.92,,4,YourBeautyAccs,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
489,"Money Bracelet for Women Men with Black Onyxand Tiger's Eye - Luck Bracelet - Attract Wealth,Abundance and Prosperity Daily Wear AestheticJewelry Gift for Her Everyday Wear backtoschool",4.48,2.0,8.96,2.0,9.78,,4,Trendy Jewelry Mart,时尚配件,,,,products_new_us.csv,60.0,58.9,60.0,20.0,100.0,60.0,71.3,52.0,57.7,
204,"Exquisite and fashionable printed belt, suitable for both men and women. Comes with an additional gift box., Men's Accessories, Accessories For Women",37.7,12.0,452.4,229.0,8633.3,16.5,4,ZestoryCo DFE,时尚配件,,,,products_new_us.csv,70.0,40.4,82.5,20.0,100.0,60.0,58.3,61.1,57.5,
358,"【Back to School】Compact Foldable Keychain Tote Bag, Expandable Reusable Grocery Shopping Bag with Key Ring, Portable Carryall for Travel, Daily Errands & On‑the‑Go Use-MM1",11.0,4.0,42.36,4.0,42.36,1.0,4,Rich Guy Shop,时尚配件,,,,products_new_us.csv,100.0,59.0,5.0,20.0,100.0,60.0,71.3,52.2,57.5,价格战红海
49,"1pc Women's Lace Headband, Suitable For DailyWear, Summer Hair Accessory, Vacation BeachHeadband",4.75,90.0,427.5,126.0,598.5,,4,Shine-Spot,时尚配件,,,,products_new_us.csv,60.0,56.7,60.0,20.0,100.0,60.0,69.7,52.0,57.0,
70,Women Loose Short Sleeve Kaftan Dress Lightweight Beach Cover Up Casual Vacation Tunic Robe scarf summer,3.99,66.0,263.34,66.0,263.34,10.0,4,KK-ARS,时尚配件,,,,products_new_us.csv,60.0,61.5,50.0,20.0,100.0,60.0,73.0,49.5,56.9,
368,pixie cut wig pixie wig 13x4 lace black color short curly human hair wig daily party cosplay gift use hair wig for women Party holidays gift wig Lace Curly Wigs,33.6,4.0,114.2,4.0,114.2,8.0,4,luluhairwig,时尚配件,,,,products_new_us.csv,70.0,59.0,40.0,20.0,100.0,60.0,71.3,50.5,56.7,
13,Burmese Curly Half Wig 250% Density 3 In 1 Wear Go Glueless Half Wig Upgrade With Drawstring Cap Invisible Hairline Human Hair Wigs,,342.0,31900.0,342.0,32100.0,5.0,4,Ishow Hair,时尚配件,,,,products_new_us.csv,60.0,72.4,25.0,20.0,100.0,60.0,80.7,43.2,56.5,
51,ONE DOLLAR BIDDING 3-3,1.0,85.0,85.0,135.0,135.0,,4,CASSIECA,时尚配件,,,,products_new_us.csv,60.0,54.8,60.0,20.0,100.0,60.0,68.4,52.0,56.4,
148,"14mm 14K White Gold Colour Plated Double Row Full Iced Out Cubic Zirconia Cuban Link Bracelet, Anti-Tarnish Secure Box Clasp Hip Hop Miami Wrist Jewelry",,22.0,989.78,22.0,989.78,10.0,4,jewelry678,时尚配件,,,,products_new_us.csv,60.0,59.7,50.0,20.0,100.0,60.0,71.8,49.5,56.4,
175,"Purse Chain Charms Cherry Bag Charm, Purse Charms for Handbags Cute Bag Charm Chains Accessories, Gifts for Women",3.99,16.0,63.84,16.0,63.84,10.0,4,Jovara Selara,时尚配件,,,,products_new_us.csv,60.0,59.5,50.0,20.0,100.0,60.0,71.6,49.5,56.3,
242,"DOOPAI Men's 2-Pack Genuine Cow Hide Auto-Buckled Micro-Adjustable Belts, Cut-to-Fit for Workwear & Golf, Ideal Unisex Father's Day Gift",,9.0,152.91,9.0,152.91,10.0,4,DOOPAITK,时尚配件,,,,products_new_us.csv,60.0,59.2,50.0,20.0,100.0,60.0,71.5,49.5,56.3,
339,"Vionas women’s high-end autumn/winter Japanese plain polyester beret — black casual vintage painter octagonal cap, faceless small retro hat; accessories for women, hats for women, fashion hats",,4.0,47.6,4.0,47.6,10.0,4,66 Fashion,时尚配件,,,,products_new_us.csv,60.0,59.0,50.0,20.0,100.0,60.0,71.3,49.5,56.2,
472,"Unisex Cooling Breathable Skull Cap - Sun-Shade Neck Shield, Quick-Dry Outdoor Fashion Accessory Head Scarf",,2.0,23.98,2.0,23.98,10.0,4,Forugift,时尚配件,,,,products_new_us.csv,60.0,58.9,50.0,20.0,100.0,60.0,71.3,49.5,56.2,
495,"Men's Stainless Steel Cuban Link Chain Necklace, 16""-26"" Length, 5-7mm Width, Adjustable Hypoallergenic Chain, Tarnish Resistant Silver Jewelry, Men's Accessories, Gifts for Him, Mens Gifts jewelry gift",,2.0,15.14,2.0,15.14,10.0,4,MAKE GLOW JEWELRY,时尚配件,,,,products_new_us.csv,60.0,58.9,50.0,20.0,100.0,60.0,71.3,49.5,56.2,
277,"OTHERSIDE Infinite Clover Bracelets - Silver, Sky Blue, Pink",59.99,7.0,419.93,7.0,419.93,15.0,4,OTHERSIDE,时尚配件,,,,products_new_us.csv,40.0,59.1,75.0,20.0,100.0,60.0,71.4,48.8,56.0,
301,"Men's Waterproof Automatic Mechanical Business Watch - Premium Solid Stainless Steel Band, Minimalist Round Dial, Scratch-Resistant, Solid Texture, for Business Wear",56.54,6.0,339.24,6.0,339.24,14.5,4,TeaTree Stop,时尚配件,,,,products_new_us.csv,40.0,59.1,72.5,20.0,100.0,60.0,71.4,48.1,55.6,
78,Natural Pearl Jewelry Evan 0818,3.0,52.0,156.0,102.0,306.0,,4,店铺销量：-,时尚配件,,,,products_new_us.csv,60.0,51.1,60.0,20.0,100.0,60.0,65.8,52.0,55.3,
317,Synthetic Short Bob Braided Wigs Knotless 6X6 Lace Frontal Wig Micro Box Braided Wigs For Black Women Lace Front Wig 12 Inch 12 Inch Synthetic Dreadlock Wig for Blac,41.66,5.0,208.3,5.0,208.3,6.0,4,Dosay Hair Store,时尚配件,,,,products_new_us.csv,70.0,59.1,30.0,20.0,100.0,60.0,71.3,48.0,55.2,
203,"Fashion Hollow Out Flower Heart Zircon Hoop Earrings, Geometric Design, Casual Style, Suitable for Women Daily Wear, All Seasons, Fashionable Hoop Earrings, Earrings Hoops",4.1,12.0,55.68,12.0,55.68,8.0,4,Neo Spark,时尚配件,,,,products_new_us.csv,60.0,59.3,40.0,20.0,100.0,60.0,71.5,47.0,54.8,
257,"1/3pcs // Fluffy Sponge Hair Ties, Hair Scrunchies, Donut Shape Simple Versatile Comfortable, Secure Hairstyles, Ponytail, Bun, Braids, Hair Accessories",,8.0,14.4,8.0,14.4,8.0,4,Diligu Store,时尚配件,,,,products_new_us.csv,60.0,59.2,40.0,20.0,100.0,60.0,71.4,47.0,54.8,
324,"Men's Spanish carved keychain, Conduct Con Cuidado Guapo Te Amo boyfriend husband driving safe gift, stainless steel dog tag keychain, romantic Valentine's Day anniversary gift with gift bag",3.1,5.0,16.55,5.0,16.55,8.0,4,LitChiKerry,时尚配件,,,,products_new_us.csv,60.0,59.1,40.0,20.0,100.0,60.0,71.3,47.0,54.7,
344,"Funny Drive Safe Car Keychain, Stainless Steel Engraved Key Ring, Perfect Gift for Boyfriend/husband, Unique and Humorous Accessory, Car Key Chains, Funny Keychains",4.3,4.0,18.76,4.0,18.76,8.0,4,FashionChain,时尚配件,,,,products_new_us.csv,60.0,59.0,40.0,20.0,100.0,60.0,71.3,47.0,54.7,
375,"Sentimental Stainless Steel Keychain for Son, 'my Son' Engraved Dog Tag, Heartfelt Quote Keyring, Perfect Gift From Mom or Dad, Emotional Keepsake",4.4,4.0,19.28,4.0,19.28,8.0,4,FashionChain,时尚配件,,,,products_new_us.csv,60.0,59.0,40.0,20.0,100.0,60.0,71.3,47.0,54.7,
418,"2pcs Leopard Print Bow Hair Claw, Large Leopard Print Bow Hair Clip, Polyester & Spandex Bowknot Hair Clip, Hair Claw Clips, Bow Hair Clip, High Ponytail Fixed Clip, Fabric Hair Claw",3.5,3.0,12.45,3.0,12.45,8.0,4,YourBeautyAccs,时尚配件,,,,products_new_us.csv,60.0,59.0,40.0,20.0,100.0,60.0,71.3,47.0,54.7,
487,"Fashion L-Shaped Nose Studs, Shiny Cz Butterfly Design, Sexy Nose Piercing Jewelry, Body Jewelry, 20 Gauge, Silver & Gold Colors",2.6,2.0,5.3,2.0,5.3,8.0,4,Crazy body jewelry,时尚配件,,,,products_new_us.csv,60.0,58.9,40.0,20.0,100.0,60.0,71.3,47.0,54.7,
69,Hats,55.0,68.0,4362.0,68.0,3740.0,,4,Crowned Hats Club,时尚配件,,,,products_new_us.csv,40.0,61.6,60.0,20.0,100.0,60.0,73.1,45.0,54.5,
76,Sunglasses/Eye Wear (FINAL SALE) -No Cancellations NEW without tags. May need adjustments. DESTINY,160.0,54.0,8640.0,54.0,8640.0,,4,NanoTV,时尚配件,,,,products_new_us.csv,40.0,61.0,60.0,20.0,100.0,60.0,72.7,45.0,54.3,
79,JOYAS ORO 10K/14K/18K NO RETURN 8/17,399.0,52.0,20700.0,52.0,20700.0,,4,Lovi Creation,时尚配件,,,,products_new_us.csv,40.0,60.9,60.0,20.0,100.0,60.0,72.6,45.0,54.3,
451,Platinum Blonde Voluminous Waves Human RAW 12A Skin-like HD Lace Frontal Wig 20-30 inch,241.99,2.0,483.98,2.0,483.98,12.5,4,xquistitehairco,时尚配件,,,,products_new_us.csv,40.0,58.9,62.5,20.0,100.0,60.0,71.3,45.6,54.1,
488,Afro Kinky Curly Wigs with Bangs 200% Density Brazilian Remy Human Hair Full Machine Made Wigs Short Afro Curly Wigs for Women ELEGANT RHYTHM,63.0,2.0,126.0,2.0,126.0,12.5,4,店铺销量：-,时尚配件,,,,products_new_us.csv,40.0,58.9,62.5,20.0,100.0,60.0,71.3,45.6,54.1,
127,Kate Spade Sunglasses - Full Inclusion 100% Authentic Brand New! FINAL SALE (BB8.17),64.0,27.0,1906.0,27.0,1728.0,,4,The Shoe Game Co.,时尚配件,,,,products_new_us.csv,40.0,59.9,60.0,20.0,100.0,60.0,72.0,45.0,54.0,
71,GREEN- 14K GOLD FINISH -NO CANCELATIONS,1.0,65.0,65.0,275.0,275.0,,4,GoldenHour,时尚配件,,,,products_new_us.csv,60.0,46.2,60.0,20.0,100.0,60.0,62.3,52.0,53.9,
168,"14K CADENA 18"" NO RETURNS NO CANCELACIONES",161.0,17.0,2737.0,17.0,2737.0,,4,ZzocaloJewelry,时尚配件,,,,products_new_us.csv,40.0,59.5,60.0,20.0,100.0,60.0,71.7,45.0,53.9,
193,FF WIG Reddish Brown Fluffy 90s Wave Glueless Wig 16& 18 Inches 7*5 Pre-Cut Invisible Lace 250% Density Pre-C part Special Styled Wear Go Wig With Drawstring Beginner Friendly,200.0,13.0,2600.0,13.0,2600.0,,4,FF WIG,时尚配件,,,,products_new_us.csv,40.0,59.4,60.0,20.0,100.0,60.0,71.6,45.0,53.8,
235,Luxury Watch,1000.0,9.0,9000.0,9.0,9000.0,,4,jacobtime,时尚配件,,,,products_new_us.csv,40.0,59.2,60.0,20.0,100.0,60.0,71.5,45.0,53.8,
240,"Luxury D4YT0 AAA 41mm Sapphire Mechanical Watch for Men - Logo Accent, 904L Bracelet, Extra Durability, Waterproof, Men's Accessories, Fashion Watches",164.45,9.0,1480.05,9.0,1480.05,,4,Fresh$hop,时尚配件,,,,products_new_us.csv,40.0,59.2,60.0,20.0,100.0,60.0,71.5,45.0,53.8,
273,MACA BAKA Val Cool Brunette Ash Layered Ombre Highlight Lace Front Wig with Scandinavian Hairline Low Density 18 Inches Long Natural Wavy Dark Brown HD Synthetic Lace Front Wigs for Women Pre Plucked,88.3,7.0,618.1,7.0,603.12,12.0,4,MACA BAKA,时尚配件,,,,products_new_us.csv,40.0,59.1,60.0,20.0,100.0,60.0,71.4,45.0,53.7,
310,"Women's Fashion Jewelry Wristwatch - Rhinestone-Decorated Bezel, Mother-of-Pearl & LOVE Open-Heart Dial, 2-Tone Ceramic-Metal Band, Romantic Chic Design for Work & Special Occasions Rhinestone Decorated Watch (FengQ)",700.0,5.0,3500.0,5.0,3500.0,,4,Luxury Watch Boutique,时尚配件,,,,products_new_us.csv,40.0,59.1,60.0,20.0,100.0,60.0,71.3,45.0,53.7,
318,MACA BAKA Sara Ashy Brown Golden Honey Ombre Highlight Lace Front Wig with Scandinavian Hairline Low Density 16 Inches Long Natural Wavy HD Synthetic Lace Front Wigs for Women Pre Plucked,84.6,5.0,423.0,5.0,423.0,12.0,4,MACA BAKA,时尚配件,,,,products_new_us.csv,40.0,59.1,60.0,20.0,100.0,60.0,71.3,45.0,53.7,
328,FF WIG Highlight Blue Bob Raw Human Hair Glueless Wig 10 Inches 7*5 Pre-Cut Invisible Lace 250% Density Wear Go Wig With Special Drawstring Beginner Friendly,119.0,5.0,595.0,5.0,595.0,,4,FF WIG,时尚配件,,,,products_new_us.csv,40.0,59.1,60.0,20.0,100.0,60.0,71.3,45.0,53.7,
409,watche-FX453 gold,299.0,3.0,897.0,3.0,897.0,,4,Fashionable Exquisite Watches,时尚配件,,,,products_new_us.csv,40.0,59.0,60.0,20.0,100.0,60.0,71.3,45.0,53.7,
231,Humain lace 14 inch,67.0,9.0,603.0,9.0,603.0,11.5,4,Lisa dumay,时尚配件,,,,products_new_us.csv,40.0,59.2,57.5,20.0,100.0,60.0,71.5,44.4,53.4,
81,"Shark Keychains, Magnetic Heart Design, Metal Key Ring with Chain Design, Couples Accessory, Unique Fashion Pendant",2.61,50.0,130.5,535.0,1585.5,,4,Anime yina jewelry,时尚配件,,,,products_new_us.csv,60.0,42.7,60.0,20.0,100.0,60.0,59.9,52.0,52.8,
113,"PU Jewelry Storage Bag - Accessory Organizer Pouch for Necklaces, Rings, Earrings, Free Bonus Gift for Order Placement, Random Gift Only, No Independent Shipment, Do Not Purchase Separately",95.0,33.0,3219.0,159.0,16800.0,16.5,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,40.0,44.3,82.5,20.0,100.0,60.0,61.0,50.6,52.7,
114,"Fashion Costume Jewelry Earrings - 14-Day No-Reason Warranty, Exclusive Customer Service for Product Issue Resolution",95.0,33.0,3219.0,159.0,16800.0,16.5,4,Glam Sparkle Luxe,时尚配件,,,,products_new_us.csv,40.0,44.3,82.5,20.0,100.0,60.0,61.0,50.6,52.7,
129,"Maneja Con Cuidado Te Necesito Aquí Conmigo Authentic Keychain with Cross & ""I Love You"" Charm, Spanish Drive Safe Stainless Steel Keyring, Romantic Religious Gift for Him/Her Heart Keychains Adjustable Heart Rate Couples Bracelet Set",3.24,26.0,84.24,306.0,991.44,,4,Sleek Yoga Style,时尚配件,,,,products_new_us.csv,60.0,41.6,60.0,20.0,100.0,60.0,59.1,52.0,52.5,
274,"【Buy 1 Get 1 Free 】14K Gold Plated Sacred Heart of Jesus Necklace for Women, Red Cubic Zirconia Christian Heart Pendant, Religious Jewelry Gift for Mother’s Day, Birthday and Baptism",2.99,7.0,20.93,7.0,20.93,5.0,4,BEDU TRING,时尚配件,,,,products_new_us.csv,60.0,59.1,25.0,20.0,100.0,60.0,71.4,43.2,52.5,
195,IMstyle Missy Dark Green & Caramel Brown Platinum Blonde Highlight Short Layer Cut Glueless 13*4 Free Parting Lace Front Synthetic Wig,83.7,13.0,1088.1,13.0,1057.3,10.0,4,IMstylenewshow,时尚配件,,,,products_new_us.csv,40.0,59.4,50.0,20.0,100.0,60.0,71.6,42.5,52.3,
347,IMstyle Winnie Solid Chocolate Brown Natural Wavy Glueless Pre-plucked Natural Hairline 13*4 Lace Front Synthetic Wigs,78.5,4.0,322.6,4.0,331.2,10.0,4,IMstylenewshow,时尚配件,,,,products_new_us.csv,40.0,59.0,50.0,20.0,100.0,60.0,71.3,42.5,52.2,
287,[Flash Live 26+16 inch Combo] 2Pcs 13x4 HD Lace Front Wigs Human Hair 26Inch Black Deep/Body/Straight +16 inch Any Texture/Color Free Combo 150% Density Pre Plucked for Black Women,,6.0,672.0,6.0,672.22,1.0,4,YCNG Hair Shop,时尚配件,,,,products_new_us.csv,60.0,59.1,5.0,20.0,100.0,60.0,71.4,38.2,49.5,
260,"BrownBomb Unisex Synthetic Calico Feather Lace Front Wig - 13*6 Lace, 24in Body Wave, Pre-Plucked, Pre-Cut Bangs, Heat-Resistant Fiber, Voluminous Layered, Breathable, Suitable for Daily Wear, Parties, 24 In, Pre Plucked Wigs",79.2,8.0,633.6,8.0,633.6,5.0,4,BrownBomb-US,时尚配件,,,,products_new_us.csv,40.0,59.2,25.0,20.0,100.0,60.0,71.4,36.2,48.5,
425,【Hot Sale】VIPbeauty Yaki Straight Short Bob Wig 14 Inch 13x4 Lace Front Wigs Human Hair Pre Plucked Natural Hairline with Baby Hair for Black Women Daily Wear,85.0,3.0,254.79,3.0,254.79,5.0,4,VIPbeauty Hair Shop,时尚配件,,,,products_new_us.csv,40.0,59.0,25.0,20.0,100.0,60.0,71.3,36.2,48.4,
